Animal_Name,Common_Name,Age_Class,Sex,Occurrence,Strand_Date,County,City,Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Status,Status_2,Disposition_Date,COD_List_Side,Diagnosis_List_Side
Hans,California Sea Lion,Juvenile,Male,1,7/2/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.398,-120.868,7/2/14,released,,7/18/14,,"domoic acid toxicity (chronic), malnutrition"
Lyndon,California Sea Lion,Adult,Female,1,7/2/14,San Luis Obispo,Morro Bay,Morro Bay Sand Spit (Montana de Oro State Park),,35.306,-120.874,7/2/14,died in treatment,,7/3/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Candy Bacon,California Sea Lion,Adult,Female,1,7/4/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.3927,-120.8672,7/4/14,died in treatment,,7/4/14,domoic acid toxicity (acute),
Yummy Gummy,California Sea Lion,Subadult,Female,1,7/4/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.3874,-120.8662,7/4/14,released,,7/18/14,,"domoic acid toxicity (chronic), keratopathy, malnutrition"
Lady Liberty,California Sea Lion,Adult,Female,1,7/4/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.365,-120.8696,7/4/14,released,,7/18/14,,domoic acid toxicity (acute)
DOA,California Sea Lion,Adult,Female,1,7/4/14,San Luis Obispo,Oceano,Oceano Dunes (Post 3),,35.0832,-120.6301,7/4/14,DOA,,7/4/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Baby Hope,California Sea Lion,Adult,Female,1,7/5/14,San Luis Obispo,Cayucos,Cayucos State Beach,3476 Studio Drive,35.422,-120.879,7/5/14,released,,7/18/14,,domoic acid toxicity (acute)
"DOA
",California Sea Lion,Adult,Female,1,7/5/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.391,-120.866,7/5/14,DOA,,7/5/14,domoic acid toxicity (chronic),
Tough Luck,California Sea Lion,Adult,Female,1,7/5/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.3693,-120.8703,7/6/14,DOA,,7/6/14,domoic acid toxicity (chronic),
Oops,California Sea Lion,Adult,Female,1,7/6/14,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 1,35.0965,-120.6309,7/6/14,released,,7/19/14,,"domoic acid toxicity (acute), malnutrition"
Unlucky,California Sea Lion,Adult,Female,1,7/6/14,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,"Post 1, directly out in front of parking lot at Addy Street",35.1005,-120.6314,7/6/14,DOA,,7/6/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Century,California Sea Lion,Adult,Female,1,7/6/14,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,near Mid-Ramp drive on access,35.1096,-120.6329,7/6/14,released,,7/23/14,,"domoic acid toxicity (acute), malnutrition"
Bee Bop,California Sea Lion,Adult,Female,1,7/6/14,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 3,35.0832,-120.6301,7/6/14,euthanasia,,7/26/14,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), malnutrition"
Blue Eyes,California Sea Lion,Adult,Female,1,7/6/14,San Luis Obispo,Cayucos,Cayucos State Beach,,35.4482,-120.9053,7/6/14,died in treatment,,8/7/14,"bronchitis, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), trauma (eye)"
Sir Duke,California Sea Lion,Subadult,Female,1,7/6/14,San Luis Obispo,Pismo Beach,Pismo State Beach,300 yards north of Grand Avenue,35.1268,-120.6382,7/6/14,released,,7/18/14,,domoic acid toxicity (acute)
Steve-O,California Sea Lion,Adult,Female,1,7/6/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.3834,-120.8656,7/6/14,released,,7/21/14,,"domoic acid toxicity (acute), malnutrition"
Lucy,California Sea Lion,Adult,Female,1,7/6/14,Santa Barbara,Vandenberg,Vandenberg Air Force Base,,34.7015,-120.362,7/9/14,euthanasia,,7/11/14,"euthanasia, domoic acid toxicity (chronic)",
Myla,California Sea Lion,Adult,Female,1,7/7/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.3967,-120.8683,7/7/14,released,,7/23/14,,domoic acid toxicity (acute)
Bear Claw,California Sea Lion,Adult,Female,1,7/8/14,San Luis Obispo,Cayucos,Cayucos State Beach,East Street entrance,35.442,-120.909,7/8/14,euthanasia,,7/11/14,"euthanasia, domoic acid toxicity (acute)",
Piman,California Sea Lion,Juvenile,Male,1,7/8/14,San Luis Obispo,Cayucos,Cayucos State Beach,Between 7th and 8th Ave,35.442,-120.896,7/8/14,released,,7/18/14,,domoic acid toxicity (acute)
Carlena,California Sea Lion,Adult,Female,1,7/8/14,San Luis Obispo,Cayucos,Cayucos State Beach,,35.441,-120.896,7/8/14,died in treatment,,7/9/14,domoic acid toxicity (acute),
Luke,California Sea Lion,Adult,Female,1,7/9/14,Monterey,Pebble Beach,17 Mile Drive,tidepools at Sunset Drive,36.5766,-121.9757,7/9/14,died in treatment,,7/9/14,domoic acid toxicity (chronic),
Zink,California Sea Lion,Subadult,Female,1,7/9/14,San Luis Obispo,Pismo Beach,Pismo State Beach,north of pier,35.144,-120.647,7/9/14,released,,7/23/14,,"domoic acid toxicity (acute), malnutrition"
Tipsy,California Sea Lion,Juvenile,Male,1,7/10/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 6 & 7),,35.0527,-120.6309,7/10/14,died in treatment,,7/11/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Kronk,California Sea Lion,Subadult,Female,1,7/10/14,San Luis Obispo,Pismo,Pismo State Beach,100 yards north of pier,35.1424,-120.6466,7/10/14,released,,7/28/14,,domoic acid toxicity (acute)
Wonky Girl (restrand),California Sea Lion,Adult,Female,1,7/11/14,San Mateo,Princeton-by-the-Sea,Pillar Point,,37.4967,-122.4999,7/11/14,euthanasia,,7/12/14,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Irizarry,California Sea Lion,Adult,Female,1,7/11/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.3734,-120.8652,7/11/14,euthanasia,,7/13/14,"euthanasia, carcinoma, domoic acid toxicity (acute)","carcinoma, domoic acid toxicity (acute)"
Jade,California Sea Lion,Adult,Female,1,7/11/14,San Luis Obispo,Pismo,Oceano Dunes,between Pier Avenue and Grand Avenue,35.104,-120.631,7/11/14,euthanasia,,7/15/14,"euthanasia, domoic acid toxicity (acute)","pyometra, domoic acid toxicity (chronic)"
Abacus,California Sea Lion,Adult,Female,1,7/12/14,San Luis Obispo,,Montana de Oro State Park,,35.3039,-120.8756,7/12/14,euthanasia,,7/18/14,"euthanasia, domoic acid toxicity (chronic), cardiomyopathy",
Wolf Face,California Sea Lion,Adult,Female,1,7/12/14,Monterey,Monterey,Monterey Harbor,,36.6039,-121.8934,7/12/14,euthanasia,,7/21/14,"euthanasia, carcinoma","domoic acid toxicity (acute), neoplasia"
Anna Almond,California Sea Lion,Juvenile,Male,1,7/12/14,Monterey,Marina,Marina State Beach,,36.722,-121.8066,7/12/14,euthanasia,,7/13/14,"euthanasia, domoic acid toxicity (acute), cardiomyopathy",
Super Moon,California Sea Lion,Adult,Female,1,7/13/14,San Luis Obispo,Cayucos,Cayucas State Beach,at 1st street and Pacific Avenue ,35.448,-120.905,7/13/14,released,,7/21/14,,"domoic acid toxicity (acute), malnutrition"
Inside Curl,California Sea Lion,Juvenile,Male,1,7/14/14,Santa Cruz,Santa Cruz,Santa Cruz Point and Lighthouse,,36.9535,-122.025,7/14/14,died in treatment,,7/14/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Whittier,California Sea Lion,Adult,Female,1,7/19/14,Monterey,Pebble Beach,17 Mile Drive,Right next to parking lot,36.6055,-121.9599,7/19/14,released,,8/5/14,,"domoic acid toxicity, malnutrition, oil"
Scugs,California Sea Lion,Adult,Female,1,7/21/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 2&3),In a campsite on the beach located under ranger's truck,35.0873,-120.636,7/21/14,died in treatment,,7/22/14,domoic acid toxicity (acute),
Finale,California Sea Lion,Adult,Female,1,7/21/14,San Luis Obispo,San Luis Obispo,Morro Rock,At second lifeguard tower,35.3693,-120.871,7/21/14,euthanasia,,7/22/14,"euthanasia, domoic acid toxicity (acute)",
Indy,California Sea Lion,Adult,Female,1,7/21/14,San Luis Obispo,Oceano,Oceano Dunes,North Pismo Campground near lifeguard stand #33,35.1096,-120.638,7/21/14,released,,8/13/14,,domoic acid toxicity (acute)
Cassidy,California Sea Lion,Adult,Female,1,7/21/14,San Luis Obispo,Oceano,Oceano Dunes (Post 5),,35.0701,-120.626,7/21/14,died in treatment,,7/22/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Sugar Bear,California Sea Lion,Yearling,Female,1,7/22/14,San Luis Obispo,Avila Beach,Port San Luis Pier (Hartford Pier),,35.1743,-120.7553,7/22/14,died in treatment,,7/24/14,abscess,
Frogart,California Sea Lion,Yearling,Male,1,7/22/14,San Luis Obispo,Montana de Oro,Montana de Oro State Park,"By picnic tables, south  of tidepools",35.265,-120.265,7/22/14,released,,8/5/14,,"domoic acid toxicity (acute), malnutrition"
Fourteen,California Sea Lion,Adult,Female,1,7/22/14,San Luis Obispo,Cambria,Moonstone Beach,North end of Windsor Boulevard ,35.575,-121.114,7/22/14,euthanasia,,8/7/14,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Rehab,California Sea Lion,Juvenile,Male,1,7/22/14,San Luis Obispo,Avila Beach,Port San Luis Pier and Beach,north end,35.175,-120.755,7/23/14,released,,8/5/14,,domoic acid toxicity (acute)
Asterisk,California Sea Lion,Adult,Female,1,7/23/14,San Luis Obispo,Oceano,Oceano Dunes (Post 5),,35.0659,-120.63,7/23/14,released,,8/13/14,,domoic acid toxicity (chronic)
Sands Pete,California Sea Lion,Adult,Female,1,7/23/14,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.2963,-120.8787,7/23/14,died in treatment,,7/24/14,domoic acid toxicity (acute),
Larry Ann,California Sea Lion,Subadult,Male,1,7/23/14,Monterey,Moss Landing,Salinas River State Beach,,36.7933,-121.793,7/25/14,released,,8/11/14,,domoic acid toxicity (acute)
Piman (restrand),California Sea Lion,Juvenile,Male,1,7/24/14,Contra Costa,Richmond,,between Bayview Avenue and Central Avenue,37.9078,-122.3209,7/24/14,carcass,,7/24/14,trauma,human interaction
Minty,California Sea Lion,Juvenile,Male,1,7/24/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.371,-120.866,7/24/14,died in treatment,,7/27/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Orem,California Sea Lion,Adult,Female,1,7/24/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - North,200 yrds North of High School,35.388,-120.865,7/24/14,released,,8/5/14,,"domoic acid toxicity (acute), trauma"
Spyglass,California Sea Lion,Adult,Female,1,7/24/14,San Luis Obispo,Oceano,Pismo State Beach,south of pier,35.1311,-120.6402,7/24/14,euthanasia,,7/31/14,"euthanasia, domoic acid toxicity (chronic), cardiomyopathy, carcinoma","domoic acid toxicity (chronic), carcinoma"
Crabby,California Sea Lion,Adult,Female,1,7/25/14,San Luis Obispo,Oceano,Pismo State Beach,just north of Grand Avenue,35.1311,-120.6402,7/25/14,released,,9/26/14,,"domoic acid toxicity (acute), trauma"
Wintergreen,California Sea Lion,Adult,Female,1,7/25/14,San Luis Obispo,,Guadalupe-Nipomo Dunes,,35.0084,-120.6388,7/25/14,died in treatment,,7/26/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Sleepwalker,California Sea Lion,Subadult,Female,1,7/25/14,San Luis Obispo,Oceano,Oceano Dunes (Post 5),,35.0659,-120.63,7/25/14,released,,8/7/14,,"domoic acid toxicity (chronic), malnutrition"
Josie,California Sea Lion,Adult,Female,1,7/26/14,San Luis Obispo,Shell Beach,Shell Beach,below 99 Indigo Road,35.1579,-120.6834,7/26/14,released,,8/15/14,,domoic acid toxicity (acute)
Daisy,California Sea Lion,Juvenile,Male,1,7/26/14,San Mateo,Pacifica,Esplanade Beach,100 Esplanade Land's End Apartment - path to beach,37.654,-122.493,7/26/14,euthanasia,,8/11/14,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Macaroni,California Sea Lion,Subadult,Female,1,7/26/14,San Luis Obispo,Oceano,Oceano Dunes (Post 5),,35.0659,-120.63,7/26/14,died in treatment,,7/27/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Noodles,California Sea Lion,Subadult,Female,1,7/26/14,San Luis Obispo,Oceano,Oceano Dunes (Post 6),,35.0569,-120.6306,7/26/14,euthanasia,,8/6/14,"euthanasia, pneumonia","domoic acid toxicity (acute), trauma"
Risso,California Sea Lion,Subadult,Male,1,7/26/14,Monterey,Moss Landing,Salinas River State Beach,,36.7811,-121.7968,7/26/14,died in treatment,,7/26/14,domoic acid toxicity (acute),
Rainbow Panther,California Sea Lion,Adult,Female,1,7/27/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.4054,-120.8714,7/27/14,released,,8/13/14,,domoic acid toxicity (acute)
Speed,California Sea Lion,Adult,Female,1,7/27/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.4054,-120.8714,7/27/14,died in treatment,,7/27/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Charleston,California Sea Lion,Adult,Female,1,7/27/14,San Luis Obispo,Cayucos,Cayucos State Beach,south of pier ,35.4482,-120.9053,7/27/14,released,,8/13/14,,domoic acid toxicity (acute)
Road's End,California Sea Lion,Adult,Female,1,7/27/14,San Luis Obispo,Oceano,Oceano Dunes (Post 2),,35.0924,-120.6306,7/27/14,released,,8/13/14,,domoic acid toxicity (acute)
DIT-1,California Sea Lion,Adult,Female,1,7/27/14,San Luis Obispo,Oceano,Pismo State Beach,"motorcycle rental Oceano Dunes, Pier Avenue",35.1268,-120.6382,7/27/14,died in treatment,,7/27/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Bumpkin,California Sea Lion,Adult,Female,1,7/28/14,San Luis Obispo,Oceano,Oceano Dunes (Between 1&2),,35.0965,-120.6309,7/28/14,euthanasia,,8/18/14,"euthanasia, domoic acid toxicity (chronic), cardiomyopathy","domoic acid toxicity (chronic), cardiomyopathy"
Olif,California Sea Lion,Adult,Female,1,7/28/14,San Luis Obispo,Oceano,Oceano Dunes (Between 1&2),,35.0965,-120.6309,7/28/14,released,,8/11/14,,domoic acid toxicity (acute)
Tow,California Sea Lion,Adult,Female,1,7/28/14,San Luis Obispo,Oceano,Oceano Dunes (Post 1),,35.119,-120.633,7/28/14,died in treatment,,7/28/14,domoic acid toxicity (acute),
Salidar,California Sea Lion,Adult,Female,1,7/28/14,San Luis Obispo,Oceano,Oceano Dunes (Post 2),,35.0924,-120.6306,7/28/14,released,,8/15/14,,domoic acid toxicity (acute)
Skinny Dipper,California Sea Lion,Adult,Female,1,7/28/14,San Luis Obispo,Oceano,Oceano Dunes,South of Pier Ave by creek,35.118,-120.634,7/28/14,euthanasia,,7/31/14,"euthanasia, domoic acid toxicity (acute), gastritis",
Benni,California Sea Lion,Adult,Female,1,7/29/14,San Luis Obispo,Oceano,Oceano Dunes (Post 2),,35.0924,-120.6306,7/29/14,released,,8/15/14,,domoic acid toxicity (acute)
Smallz,California Sea Lion,Adult,Female,1,7/29/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 6 & 7),south of post 6,35.0527,-120.6309,7/29/14,euthanasia,,8/27/14,"euthanasia, septicemia, osteomyelitis","domoic acid toxicity (acute), osteomyelitis, bad location"
Squints,California Sea Lion,Adult,Female,1,7/29/14,San Luis Obispo,Oceano,Pismo State Beach,,35.1226,-120.6365,7/29/14,released,,8/19/14,,"domoic acid toxicity (acute), bad location"
DOA,California Sea Lion,Adult,Female,1,7/29/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 6 & 7),,35.0527,-120.6309,7/29/14,DOA,,7/29/14,"domoic acid toxicity (acute), pneumonia",bad location
Cumpleanos ,California Sea Lion,Adult,Female,1,7/29/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 5 & 6),post 6 near gate,35.0609,-120.6303,7/30/14,euthanasia,,7/30/14,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Virginia,California Sea Lion,Adult,Female,1,7/30/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,south of rock on beach,35.366,-120.867,7/30/14,released,,8/15/14,,"domoic acid toxicity (chronic), malnutrition"
Nandera,California Sea Lion,Adult,Female,1,7/30/14,San Luis Obispo,Oceano,Oceano Dunes,Pier Ave between Grand and Pier,35.1137,-120.6339,7/30/14,died in treatment,,7/30/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Dugong,California Sea Lion,Adult,Female,1,7/30/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - North,,35.4011,-120.868,7/30/14,released,,8/8/14,,"domoic acid toxicity (acute), malnutrition"
The Babe ,California Sea Lion,Adult,Female,1,7/30/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,1/2 mile south of Yerba Buena,35.4011,-120.868,7/30/14,released,,8/19/14,,domoic acid toxicity (acute)
Badger,California Sea Lion,Juvenile,Male,1,7/30/14,San Luis Obispo,Pismo,Pismo Beach,south of pier,35.124,-120.636,7/30/14,released,,8/13/14,,domoic acid toxicity (acute)
Frenchy,California Sea Lion,Adult,Female,1,7/30/14,Monterey,Pacific Grove,Moss Beach,halfway between Asilomar and Spanish Bay,36.6112,-121.9475,7/31/14,died in treatment,,8/1/14,"septicemia, carcinoma, domoic acid toxicity (chronic)","carcinoma, peritonitis"
Horwood,California Sea Lion,Subadult,Female,1,7/31/14,San Luis Obispo,Oceano,Oceano Dunes (Post 7),north of Post 8,35.0486,-120.6313,7/31/14,released,,8/18/14,,"domoic acid toxicity (chronic), bad location"
Perseus,California Sea Lion,Adult,Female,1,7/31/14,San Luis Obispo,Oceano,Oceano Dunes (Post 7),,35.0486,-120.6313,7/31/14,released,,8/18/14,,"domoic acid toxicity (acute), bad location"
Atticus,California Sea Lion,Adult,Female,1,7/31/14,San Luis Obispo,Oceano,Oceano Dunes (Post 6),,35.0569,-120.6306,7/31/14,released,,8/22/14,,"malnutrition, domoic acid toxicity (acute)"
Taryn,California Sea Lion,Adult,Female,1,7/31/14,San Luis Obispo,,Montana de Oro State Park,500 yards south of access,35.2963,-120.8787,7/31/14,euthanasia,,7/31/14,"euthanasia, domoic acid toxicity (acute), trauma",
Zia,California Sea Lion,Subadult,Female,1,7/31/14,San Luis Obispo,,Montana de Oro State Park,500 yards south of access,35.2916,-120.881,7/31/14,released,,8/21/14,,"domoic acid toxicity (chronic), malnutrition"
Demetry Man,California Sea Lion,Adult,Female,1,7/31/14,San Luis Obispo,Oceano,Oceano Dunes (Post 1),300 ft North of post 1,35.1005,-120.6314,8/1/14,released,,8/18/14,,domoic acid toxicity (acute)
Growler,California Sea Lion,Subadult,Female,1,8/1/14,San Luis Obispo,Avila Beach,Port San Luis,300 yrds South of Boat Ramp,35.1772,-120.7498,8/1/14,euthanasia,,8/8/14,"euthanasia, domoic acid toxicity (chronic), malnutrition, trauma","malnutrition, pneumonia, trauma, domoic acid toxicity (chronic)"
Korin,California Sea Lion,Adult,Female,1,8/1/14,San Luis Obispo,Oceano,Pismo State Beach,North of Grand Avenue,35.1268,-120.6382,8/1/14,died in treatment,,8/2/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Harper's Finale,California Sea Lion,Adult,Female,1,8/1/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.4008,-120.8695,8/1/14,released,,8/15/14,,"domoic acid toxicity (acute), pneumonia, malnutrition"
Jaisy,California Sea Lion,Adult,Female,1,8/1/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.4054,-120.8714,8/1/14,released,,8/19/14,,domoic acid toxicity (acute)
Griphook,California Sea Lion,Adult,Female,1,8/1/14,San Luis Obispo,Oceano,Oceano Dunes,South of Pier Avenue,35.1054,-120.6322,8/1/14,euthanasia,,8/18/14,"euthanasia, domoic acid toxicity (chronic), malnutrition, cardiomyopathy","domoic acid toxicity (chronic), malnutrition"
Paisley,California Sea Lion,Adult,Female,1,8/1/14,San Luis Obispo,Oceano,Oceano Dunes (Post 1),"South of Pier Avenue, past the condos.",35.1005,-120.6314,8/1/14,released,,8/18/14,,"bad location, domoic acid toxicity (acute)"
Pitcher,California Sea Lion,Subadult,Female,1,8/2/14,San Luis Obispo,Oso Flaco,Oso Flaco,Near Post 8,35.054,-120.628,8/2/14,euthanasia,,8/2/14,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Ichi,California Sea Lion,Adult,Female,1,8/2/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,Right next to rock,35.374,-120.866,8/2/14,released,,8/22/14,,"domoic acid toxicity (acute), pneumonia (aspiration)"
Ni,California Sea Lion,Adult,Female,1,8/2/14,San Luis Obispo,Morro Bay,Morro Strand,,35.374,-120.866,8/2/14,released,,8/22/14,,domoic acid toxicity (acute)
Gorzo,California Sea Lion,Adult,Female,1,8/2/14,San Luis Obispo,Cayucos,Cayucos State Beach,Studio Drive ,35.428,-120.884,8/2/14,released,,8/19/14,,"domoic acid toxicity (acute), pneumonia, keratopathy"
Spangy,California Sea Lion,Adult,Female,1,8/2/14,San Luis Obispo,Morro Bay,Morro Bay State Beach,,35.399,-120.868,8/2/14,released,,9/4/14,,"domoic acid toxicity (acute), trauma"
Early Bird,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Oceano,Oceano Dunes (Post 2),,35.0924,-120.6306,8/3/14,released,,9/4/14,,"domoic acid toxicity (acute), malnutrition"
Affinity,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Morro Bay,Chevron Beach,,35.413,-120.875,8/3/14,died in treatment,,8/4/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Chipper,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,100 Yards North of Rock,35.3781,-120.8653,8/3/14,died in treatment,,8/3/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Schmegle,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 6 & 7),,35.0527,-120.6309,8/3/14,died in treatment,,8/4/14,domoic acid toxicity (chronic),domoic acid toxicity (acute)
Zorro,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Oceano,Oceano Dunes (Between Post 5 & 6),,35.0609,-120.6303,8/3/14,released,,8/22/14,,domoic acid toxicity (acute)
Shenandoah,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Oceano,Oceano Dunes (Post 5),,35.0659,-120.63,8/3/14,died in treatment,,8/4/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Xja Xja,California Sea Lion,Subadult,Male,1,8/3/14,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.376,-120.864,8/3/14,released,,8/18/14,,"domoic acid toxicity (acute), malnutrition"
Janni,California Sea Lion,Adult,Female,1,8/3/14,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,,35.393,-120.866,8/4/14,released,,8/18/14,,domoic acid toxicity (acute)
Paulo,California Sea Lion,Adult,Female,1,8/4/14,San Luis Obispo,Morro Bay,Morro Bay and Rock,west side of parking lot,35.366,-120.868,8/4/14,died in treatment,,8/15/14,domoic acid toxicity (chronic),"domoic acid toxicity (chronic), abscess"
High,California Sea Lion,Adult,Female,1,8/4/14,San Luis Obispo,Cayucos,Cayucos State Beach,South of 24th street,35.433,-120.887,8/4/14,died in treatment,,8/5/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Low Beam,California Sea Lion,Adult,Female,1,8/4/14,San Luis Obispo,Cayucos,Cayucos State Beach,South of 24th Street ,35.433,-120.887,8/4/14,euthanasia,,8/7/14,"euthanasia, domoic acid toxicity (chronic), malnutrition",
Peppa,California Sea Lion,Adult,Female,1,8/5/14,San Luis Obispo,Pismo,Pismo Beach,"Contiki Inn, north end",35.145,-120.649,8/5/14,died in treatment,,8/5/14,domoic acid toxicity (acute),domoic acid toxicity (acute)
Puffin,California Sea Lion,Adult,Female,1,8/6/14,San Luis Obispo,Cayucos,Cayucos Beach,"Between Cayucos and Morro Bay, 1/4 mile south of Cayucos sign across from building with chevron flag ",35.418,-120.877,8/6/14,euthanasia,,8/9/14,"euthanasia, domoic acid toxicity (acute)",
Lolly,California Sea Lion,Adult,Female,1,8/8/14,San Luis Obispo,Shell Beach,Shell Beach,,35.1547,-120.6771,8/9/14,euthanasia,,8/12/14,"euthanasia, carcinoma","domoic acid toxicity (chronic), carcinoma"
Flagpole,California Sea Lion,Adult,Female,1,8/10/14,San Luis Obispo,Cayucos,Cayucos Beach,,35.4333,-120.888,8/10/14,released,,8/22/14,,"domoic acid toxicity (acute), malnutrition"
Kelleye,California Sea Lion,Yearling,Female,1,8/10/14,San Francisco,San Francisco,Ocean Beach,"north of Cliff House, south of Lands End, directly in front of bathhouse ruins",37.779,-122.514,8/10/14,euthanasia,,8/11/14,"euthanasia, domoic acid toxicity (chronic)",malnutrition
Squelchy,California Sea Lion,Adult,Female,1,8/12/14,San Luis Obispo,Morro Bay,Baywood Park Beach,,35.328,-120.843,8/12/14,released,,8/28/14,domoic acid toxicity (acute),"domoic acid toxicity (acute), keratopathy"
Asterisk (restrand),California Sea Lion,Adult,Female,1,8/16/14,Marin,Stinson Beach,Stinson Beach,,37.8987,-122.6452,8/17/14,euthanasia,,8/17/14,"euthanasia, abscess, malnutrition, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Draper,California Sea Lion,Adult,Female,1,8/16/14,Santa Cruz,,Waddell Creek Beach,,37.0956,-122.2794,8/16/14,euthanasia,,8/19/14,"euthanasia, domoic acid toxicity (acute), malnutrition, trauma","domoic acid toxicity (acute), trauma"
Freedom,California Sea Lion,Adult,Female,1,8/20/14,San Luis Obispo,Morro Bay,Morro Bay and Rock,south side of rock,35.366,-120.869,8/20/14,euthanasia,,8/20/14,"euthanasia, sharkbite, domoic acid toxicity",
Horatio,California Sea Lion,Subadult,Female,1,8/23/14,Monterey,Monterey,Del Monte Beach,in front of La Playa light house,36.6056,-121.8685,8/23/14,euthanasia,,9/16/14,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Sisyphus,California Sea Lion,Adult,Male,1,8/24/14,San Mateo,Half Moon Bay,Miramar Beach,,37.4936,-122.4605,8/25/14,euthanasia,,8/29/14,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
SlamBam (restrand),California Sea Lion,Adult,Male,1,8/29/14,San Francisco,San Francisco,Ocean Beach,"north of Lincoln Blvd, right off Balboa",37.774,-122.518,8/29/14,euthanasia,,8/29/14,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Rhaegar,California Sea Lion,Subadult,Male,1,10/4/14,Monterey,Pacific Grove,Asilomar State Beach,,36.618,-121.95,10/4/14,euthanasia,,10/18/14,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), malnutrition"
Sabado,California Sea Lion,Adult,Female,1,10/30/14,San Mateo,Pescadero,,Cove Beach ,37.1181,-122.3137,10/30/14,euthanasia,,11/14/14,"euthanasia, domoic acid toxicity (chronic), trauma","trauma, gunshot, sharkbite"
Focinha,California Sea Lion,Yearling,Male,1,11/3/14,Santa Cruz,Live Oak,Pleasure Point Beach,,36.9586,-121.9674,11/3/14,died in treatment,,11/3/14,domoic acid toxicity (chronic),
